NOME,TIPO,APLICACAO,categoria,codigo_fabricante,descricao,link,imagem,Destaque
Base de oligonucleotídeo IDT (25 nmol - 10 umol),Reagentes laboratoriais,"PCR, qPCR, NGS, ddPCR",IDT,COR100014,"CAPITAL QPCR PROBE MASTER MIX 1000 REACOES DE 20UL. MIX CONTENDO DNTPS, MAGNESIO, TAMPAO 2X, ENZIMA TAQ POLIMERASE HOT START. UTILIZADO PARA DETECCAO POR SONDA DE HIDROLISE EM SINGLEPLEX OU MULTIPLEX. CONTEM CORANTE PASSIVO ROX EM BAIXA CONCENTRACAO. CONTEM 5 X 1 ML CAPITAL QPCR PROBE MASTER MIX.",https://www.idtdna.com/page/products/custom-dna-rna/dna-oligos/,\Imagens\produtos\Rabbit.jpg,T
Sonda PrimeTime™ IDT (100 nmol - 1 umol),Reagentes laboratoriais,"qPCR, ddPCR",IDT,COR100016,"4X CAPITAL QPCR GREEN MASTER MIX. FORMULACAO ALTAMENTE SENSIVEL E ESPECIFICA PARA AMPLIFICACAO COM EXCELENTE RELACAO SINAL-RUIDO E RAPIDA TAXA DE EXTENSAO. IDEAL PARA DETECCAO DE ALVOS DE BAIXO NUMERO DE COPIAS EM VASTA FAIXA DE CONCENTRACAO DE TEMPLATES. DESEMPENHO PRECISO E ROBUSTO EM ANALISE DE EXPRESSAO GENICA E VARIACAO DO NUMERO DE COPIAS. COMPATIVEL COM PLATAFORMAS DE QPCR PADRAO, LOW ROX. CONTEM 5 X 1 ML DE CAPITAL QPCR GREEN MASTER MIX. 1000 REACOES DE 20 UL.",https://www.idtdna.com/pages/products/qpcr-and-pcr/gene-expression/primetime-qpcr-probes,\Imagens\produtos\Rabbit.jpg,T
Sonda De Hidrólise Customizada IDT (100 nmol - 10 umol),Reagentes laboratoriais,"qPCR, ddPCR",IDT,COR100016,"REAGENTE PARA RT-QPCR CAPITAL QPCR PROBE MASTER MIX ONE-STEP. MIX CONTENDO DNTPS, MAGNESIO, TAMPAO 4X, ENZIMA TAQ POLIMERASE HOT START, TRANSCRIPTASE REVERSA E INIBIDORES DE RNASE. UTILIZADO PARA TRANSCRICAO REVERSA E AMPLIFICACAO EM ETAPA UNICA. DETECCAO POR SONDA DE HIDROLISE EM SINGLEPLEX OU MULTIPLEX. CONTEM CORANTE PASSIVO ROX EM BAIXA CONCENTRACAO. MIX PARA 1000 REACOES DE 20UL. CONTEM 5 X 1 ML CAPITAL QPCR PROBE MASTER MIX (1STEP) LROX E 5 X 200 UL RTASE WITH RNASE INHIBITOR",https://www.idtdna.com/pages/products/qpcr-and-pcr/gene-expression/primetime-qpcr-probes,\Imagens\produtos\invitek.jpg,F
Ensaio PrimeTime™ IDT (2 primers + 1 Sonda),Reagentes laboratoriais,"qPCR, ddPCR",IDT,COR100006,"TUBOS DE COLETA DE FEZES COM ESTABILIZADOR DE DNA 50 UND. OS TUBOS DESENVOLVIDOS PARA A COLETA E ESTABILIZACAO DE AMOSTRAS DE FEZES USANDO UM ESTABILIZADOR DE DNA LIQUIDO. AS AMOSTRAS SAO FACILMENTE COLETADAS COM A COLHER INTEGRADA NA TAMPA. O ESTABILIZADOR DE DNA CAUSA A INATIVACAO DAS DNASES, PREVENINDO EFICIENTEMENTE A DEGRADACAO DO DNA. AS BACTERIAS NA AMOSTRA SAO PRE-LISADAS, PRESERVANDO O TITULO DE MICROORGANISMOS NO MOMENTO DA COLETA DA AMOSTRA. AMOSTRAS ESTABILIZADAS PODEM SER ARMAZENADAS POR 3 MESES A TEMPERATURA AMBIENTE. 50 UNIDADES",https://www.idtdna.com/pages/products/qpcr-and-pcr/custom-probes/custom-probe-based-qpcr-assays,\Imagens\produtos\1001136100.jpg,T
gBlocks™ - Fragmentos de Gene IDT (125-3000 bases),Reagentes laboratoriais,"PCR, qPCR, NGS, ddPCR",IDT,COR100014,"SWAB COLETOR DE SALIVA COM ESTABILIZADOR DE DNA 50 UND. COLETOR DE AMOSTRAS ORAIS HUMANAS POR SWAB, CONTEM TAMPAO ESTABILIZADOR DE DNA. DNA ESTAVEL POR ATE 6 MESES EM TEMPERATURA AMBIENTE. OTIMIZADO PARA EXTRACAO COM KIT PSP SALIVAGENE SPIN. 50 UNIDADES.",https://www.idtdna.com/pages/products/genes-and-gene-fragments/double-stranded-dna-fragments/gblocks-gene-fragments,\Imagens\produtos\G1245-500G.jpg,T
Ultrâmero™ de DNA (45–200 bases),Reagentes laboratoriais,"PCR, qPCR, ddPCR",IDT,COR100014,"KIT PARA COLETA E ESTABILIZACAO DE DNA DE AMOSTRAS DE SALIVA. CONTEM TUBOS COLETORES CONTENDO TAMPAO LIOFILIZADO QUE ESTABILIZA DNA SALIVAR POR ATE 12 MESES EM TEMPERATURA AMBIENTE. IDEAL PARA APLICACOES EM PCR, NGS, HIBRIDIZACAO. KIT COM 50 UNIDADES",https://www.idtdna.com/pages/products/custom-dna-rna/dna-oligos/ultramer-dna-oligos,\Imagens\produtos\M1363-500G.jpg,F
Gene Sintético (plasmídeo. 25-5000pb),Reagentes laboratoriais,"PCR, qPCR",IDT,COR100014,TAMPAO DE LISE RAPIDA INVIPREP 100 PREPS. PRODUTO DESTINADO A EXTRCAO MANUAL DE DNA DE BACTERIAS E FUNGOS EM MEIO DE CULTURA INDEPENDENTE DE USO DE COLUNAS DE EXTRCAO. 100 PREPARACOES,https://www.idtdna.com/pages/products/genes-and-gene-fragments/custom-gene-synthesis,\Imagens\produtos\invitek.jpg,F
Ensaios PrimeTime™ Gene Expression,Reagentes laboratoriais,"qPCR, ddPCR",IDT,COR100006,"MEIO DE CULTURA LURIA BERTANI, MILLER – CALDO. EMBALAGEM 500G",https://www.idtdna.com/page/products/qpcr-and-pcr/predesigned-pcr-based-assays/primetime-gene-expression-assays,\Imagens\produtos\AL006A-500ML.jpg,F
Ensaios PrimeTime™ Pathogen Research Panels,Reagentes laboratoriais,"qPCR, ddPCR",IDT,COR100006,"CALDO YPD (CALDO YEPD),500G. MEIO DE CULTURA YPD (YEPD) BROTH, FORMULADO COM EXTRATO DE LEVEDURA, PEPTONA E DEXTROSE.500G.",https://www.idtdna.com/page/products/qpcr-and-pcr/predesigned-pcr-based-assays/primetime-pathogen-research-panels,\Imagens\produtos\AL028A.jpg,F
Ensaios PrimeTime™ Sexual Health Research Panels,Reagentes laboratoriais,"qPCR, ddPCR",IDT,COR100006,"SABOURAUD DEXTROSE BROTH. MEIO DE CULTURA INDICADO PARA CULTIVO DE LEVEDURAS, FUNGOS FILAMENTOSOS E MICRORGANISMOS ACIDURICOS CONFORME METODOLOGIA HARMONIZADA USP/EP/BP/JP. 500 GRAMAS.",https://www.idtdna.com/page/products/qpcr-and-pcr/predesigned-pcr-based-assays/primetime-sexual-health-research-panels,\Imagens\produtos\TCL280-500ML.JPG,F
Alt-R™ CRISPR-Cas9 crRNA,Reagentes laboratoriais,CRISPR,IDT,COR100018,"DMEM, LOW GLUCOSE,500ML. MEIO DE CULTURA DMEM COM BAIXA CONCENTRACAO DE GLICOSE (1 G/L), CONTENDO L-GLUTAMINA, BICARBONATO DE SODIO E PIRUVATO DE SODIO.",https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-cas9-system,\Imagens\produtos\MH033-500G.jpg,F
Alt-R™ CRISPR-Cas9 sgRNA,Reagentes laboratoriais,CRISPR,IDT,COR100014,"RPMI-1640 COM L-GLUTAMINA E BICARBONATO DE SODIO,500ML. MEIO DE CULTURA RPMI 1640 ENRIQUECIDO COM L-GLUTAMINA E BICARBONATO DE SODIO. 500ML.",https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-cas9-system,\Imagens\produtos\TCL280-500ML.JPG,F
"Alt-R™ CRISPR-Cas9 tracrRNA, 5 nmol",Reagentes laboratoriais,CRISPR,IDT,1072532,"NUSERA™ SERUM REPLACEMENT SOLUTION STERILE FILTERED. 500ML. SOLUCAO DE SUBSTITUICAO DO FBS PARA CULTURA CELULAR, OFERECENDO AMBIENTE CONSISTENTE PARA DIVERSOS TIPOS DE CELULAS. APRESENTA BAIXO TEOR PROTEICO, REDUZ RISCOS DE CONTAMINACAO. COMPATIVEL COM MEIOS BASICOS DE CULTURA E LIVRE DE VARIABILIDADE BIOLOGICA.",https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-cas9-system,\Imagens\produtos\invitek.jpg,F
"Alt-R™ S.p. Cas9 Nuclease V3, 100 µg",Reagentes laboratoriais,CRISPR,IDT,1081058,HIPURA DNA/RNA PURIFICATION KIT. PURIFICACAO DE DNA/RNA TOTAL A PARTIR DE UMA AMPLA VARIEDADE DE AMOSTRAS. PURIFICACAO POR MEMBRANA DE SILICA. 20 PREPARACOES.,https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-cas9-system,\Imagens\produtos\TCL280-500ML.JPG,F
"Alt-R™ S.p. HiFi Cas9 Nuclease V3, 100 µg",Reagentes laboratoriais,CRISPR,IDT,1081060,HIPURA VIRAL DNA/RNA PURIFICATION KIT 20 PREPARACOES. PURIFICACAO DE DNA/RNA TOTAL A PARTIR DE UMA GRANDE VARIEDADE DE VIRUS DE DNA E RNA. PURIFICACAO POR MEMBRANA DE SILICA. 20 PREPARACOES.,https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-cas9-system,\Imagens\produtos\rabbits2.jpg,F
Alt-R™ A.s. Cas12a crRNA,Reagentes laboratoriais,CRISPR,IDT,COR100018,"HIPURA MULTI-SAMPLE DNA PURIFICATION KIT 20. PURIFICACAO DE DNA A PARTIR DE SANGUE FRESCO E CONGELADO, BACTERIAS GRAM-POSITIVAS E GRAM-NEGATIVAS, TECIDOS E CELULAS. PERMITE O PROCESSAMENTO DE MULTIPLAS AMOSTRAS SIMULTANEAMENTE. PURIFICACAO POR MEMBRANA DE SILICA. 20 PREPARACOES",https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-cpf1-genome-editing,\Imagens\produtos\MB554-20PR.JPG,F
Alt-R™ L.b. Cas12a crRNA,Reagentes laboratoriais,CRISPR,IDT,COR100018,"KIT HIPURA PURIFICACAO DE DNA FORENSE, 20 PREPARACOES. KIT PARA PURIFICACAO DE DNA DE AMOSTRAS FORENSES. COMO MANCHAS DE SANGUE SECAS, COAGULOS, FLUIDOS CORPORAIS, COTONETES, TECIDOS, FOLICULOS CAPILARES E AMOSTRAS DE SALIVA. PURIFICACAO POR MEMBRANA DE SILICA. 20 PREPARACOES.",https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-cpf1-genome-editing,\Imagens\produtos\MB580-20PR.JPG,F
"Alt-R™ A.s. Cas12a (Cpf1) V3, 100 µg",Reagentes laboratoriais,CRISPR,IDT,1081068,HIPURA STOOL DNA PURIFICATION KIT. PURIFICACAO DE DNA A PARTIR DE AMOSTRAS FECAIS. INCLUI SOLUCAO QUE ELIMINA COMPOSTOS INIBITORIOS PRESENTES NAS AMOSTRAS FECAIS DURANTE O PROCESSO DE EXTRACAO. PURIFICACAO POR MEMBRANA DE SILICA. 20 PREPARACOES.,https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-enzymes/cas12a-protein,\Imagens\produtos\MB530-20PR.JPG,F
"Alt-R™ L.b. Cas12a (Cpf1) Ultra, 100 µg",Reagentes laboratoriais,CRISPR,IDT,10007922,"KIT HIPURA DE PURIFICACAO DE DNA DE SOLO, 20 PREPARACOES. PURIFICACAO DE DNA TOTAL DE AMOSTRAS AMBIENTAIS CONTENDO UM ALTO TEOR DE ACIDO HUMICO, INCLUINDO TIPOS DE SOLO DIFICEIS, COMO COMPOSTO, SEDIMENTOS, ESTERCO E OUTROS TIPOS DE SOLO COMUNS.PURIFICACAO POR COLUNA DE SILICA.  RENDIMENTO CERCA DE 20?G DE 250 - 500MG DE SOLO. 20 PREPARACOES.",https://www.idtdna.com/pages/products/crispr-genome-editing/alt-r-crispr-enzymes/cas12a-protein,\Imagens\produtos\MB619-20PR.JPG,F
TriFECTa® RNAi Kit,Reagentes laboratoriais,Regulação Gênica,IDT,COR100002,HIPURA SUPERPLANT DNA PURIFICATION KIT. KIT DE PURIFICACAO DE DNA RECOMENDADO PARA A PURIFICACAO DE DNA DE PLANTAS RICAS EM POLIFENOIS. PURIFICACAO POR MEMBRANA DE SILICA. KIT PARA 20 PREPARACOES,https://www.idtdna.com/pages/products/functional-genomics/dsirnas-and-trifecta-rnai-kits#product-details,\Imagens\produtos\MB618-20PR.JPG,F
DsiRNA (2 - 10nmol),Reagentes laboratoriais,Regulação Gênica,IDT,COR100014,HIPURA PARAFFIN-EMBEDDED TISSUE DNA PURIFICATION KIT 20. KIT PARA ISOLAMENTO DE DNA DE TECIDOS FIXADOS EM FORMALINA E EMBUTIDOS EM PARAFINA. PURIFICACAO POR MEMBRANA DE SILICA. KIT PARA 20 PREPARACOES,https://www.idtdna.com/pages/products/functional-genomics/dsirnas-and-trifecta-rnai-kits,\Imagens\produtos\MB571-20PR.JPG,F
Inibidores de miRNA,Reagentes laboratoriais,Regulação Gênica,IDT,COR100014,"HIPURA MULTI-SAMPLE RNA PURIFICATION KIT. ISOLAMENTO DE RNA A PARTIR DE AMOSTRAS DE SANGUE HUMANO/ANIMAL, PLASMA, SORO, CULTURAS BACTERIANAS, CULTURAS DE LEVEDURAS, FUNGOS, PLANTAS, VIRUS E OUTRAS AMOSTRAS COMO CELULAS, TECIDOS, AMOSTRAS FECAIS E FLUIDOS CORPORAIS, ALEM DA PURIFICAÇÃO DE RNA A PARTIR DE REACOES ENZIMATICAS. PURIFICACAO POR MEMBRANA DE SILICA. KIT PARA 20 PREPARACOES.",https://www.idtdna.com/pages/products/functional-genomics/mirna-inhibitors,\Imagens\produtos\MB544-20PR.JPG,F
xGen™ DNA Library Prep EZ 96rxn,Reagentes laboratoriais,NGS,IDT,10009821,"KIT HIPURA PARA PURIFICACAO DE RNA DE TECIDO, 20 PREPARACOES.  PURIFICACAO POR COLUNA DE SILICA. ",https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-library-preparation/dna-library-preparation/dna-library-prep-kit,\Imagens\produtos\MB542-20PR.JPG,F
xGen™ RNA Library Prep 96rxn,Reagentes laboratoriais,NGS,IDT,10009814,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-library-preparation/rna-library-preparation/rna-library-prep-kit,\Imagens\produtos\Rabbit.jpg,F
"xGen™ UDI Primers Plate 1, 8nt",Reagentes laboratoriais,NGS,IDT,10005922,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-library-preparation/ngs-adapters-indexing-primers/adapters-indexing-primers-for-illumina,\Imagens\produtos\Rabbit.jpg,F
xGen™ UDI 10nt Primer Plates 1-4,Reagentes laboratoriais,NGS,IDT,10008052,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-library-preparation/ngs-adapters-indexing-primers/adapters-indexing-primers-for-illumina,\Imagens\produtos\invitek.jpg,F
"xGen Custom Hyb Panel, 16-96 rxn",Reagentes laboratoriais,NGS,IDT,COR100006,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-hybridization-capture/custom-hyb-panels,\Imagens\produtos\1001136100.jpg,F
"xGen Custom Hyb Panel - Accel, 16-96 rxn",Reagentes laboratoriais,NGS,IDT,COR100006,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-hybridization-capture/custom-hyb-panels,\Imagens\produtos\G1245-500G.jpg,F
"xGen™ Exome Hyb Panel v2, 16 rxn",Reagentes laboratoriais,NGS,IDT,10005152,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-hybridization-capture/pre-designed-hyb-cap-panels/exome-hyb-panel-v2,\Imagens\produtos\M1363-500G.jpg,F
"xGen™ Human mtDNA Hyb Panel, 16 rxn",Reagentes laboratoriais,NGS,IDT,1075705,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-hybridization-capture/pre-designed-hyb-cap-panels/human-mtdna-hyb-panel,\Imagens\produtos\invitek.jpg,F
"xGen™ CNV Backbone Hyb Panel, 16 rxn",Reagentes laboratoriais,NGS,IDT,	1080563,1080563,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-hybridization-capture/pre-designed-hyb-cap-panels/human-cnv-backbone-hyb-panel,\Imagens\produtos\AL006A-500ML.jpg,F
"xGen™ Hybridization and Wash Reagents v3, 16 rxn",Reagentes laboratoriais,NGS,IDT,10028311,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-hybridization-capture/hybridization-capture-core-reagents,\Imagens\produtos\AL028A.jpg,F
"xGen™ Hybridization and Wash Beads v3, 16 rxn",Reagentes laboratoriais,NGS,IDT,10025272,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-hybridization-capture/hybridization-capture-core-reagents,\Imagens\produtos\TCL280-500ML.JPG,F
"xGen™ Universal Blockers TS, 16 rxn",Reagentes laboratoriais,NGS,IDT,1075474,,https://www.idtdna.com/site/order/stock/partnbr/1075474,\Imagens\produtos\MH033-500G.jpg,F
"	xGen™ Universal Blockers 10bp TS, 16 rxn",Reagentes laboratoriais,NGS,IDT,1081100,,https://www.idtdna.com/site/order/stock/partnbr/1081100,\Imagens\produtos\TCL280-500ML.JPG,F
"xGen™ Library Amplification Primer Mix, 16 rxn",Reagentes laboratoriais,NGS,IDT,1077675,,https://www.idtdna.com/site/order/stock/partnbr/1077675,\Imagens\produtos\invitek.jpg,F
"xGen™ Human Cot DNA, 150 µL",Reagentes laboratoriais,NGS,IDT,1080768,,https://www.idtdna.com/site/order/stock/partnbr/1080768,\Imagens\produtos\TCL280-500ML.JPG,F
Artic V5.3.2 NCOV-2019 Panel,Reagentes laboratoriais,NGS,IDT,10016495,,https://www.idtdna.com/pages/products/next-generation-sequencing/workflow/xgen-ngs-amplicon-sequencing/predesigned-amplicon-panels/artic-sc2-amp-panel,\Imagens\produtos\rabbits2.jpg,F
T100 Thermal Cycler,Equipamentos,PCR,Bio-Rad,1861096,,https://www.bio-rad.com/pt-br/product/t100-thermal-cycler?ID=LGTWGIE8Z,\Imagens\produtos\MB554-20PR.JPG,F
PTC Tempo 96 Thermal Cycler,Equipamentos,PCR,Bio-Rad,12015382,,https://www.bio-rad.com/pt-br/sku/12015382-ptc-tempo-96-thermal-cycler?ID=12015382,\Imagens\produtos\MB580-20PR.JPG,F
PTC Tempo Deepwell Thermal Cycler,Equipamentos,PCR,Bio-Rad,12015392,,https://www.bio-rad.com/pt-br/sku/17009656-ptc-tempo-deepwell-thermal-cycler-for-food-applications?ID=17009656,\Imagens\produtos\MB530-20PR.JPG,F
CFX Opus 96 Real-Time PCR System,Equipamentos,qPCR,Bio-Rad,17007992,,https://www.bio-rad.com/pt-br/sku/17007992-cfx-opus-96-real-time-pcr-system?ID=17007992,\Imagens\produtos\MB619-20PR.JPG,F
CFX Maestro Software,Equipamentos,qPCR,Bio-Rad,12013758,,https://www.bio-rad.com/pt-br/product/cfx-maestro-software-for-cfx-real-time-pcr-instruments?ID=OKZP7E15,\Imagens\produtos\MB618-20PR.JPG,F
QX200 Droplet Digital PCR System,Equipamentos,ddPCR,Bio-Rad,1864001,,https://www.bio-rad.com/pt-br/life-science/digital-pcr/qx200-droplet-digital-pcr-system,\Imagens\produtos\MB571-20PR.JPG,F
QX600 Droplet Digital PCR System,Equipamentos,ddPCR,Bio-Rad,17007769,,https://www.bio-rad.com/pt-br/product/qx600-droplet-digital-pcr-system?ID=b07d12ac-0585-fc4c-a586-3ddf20d5c4a0,\Imagens\produtos\MB544-20PR.JPG,F
QX700 E Droplet Digital PCR System,Equipamentos,ddPCR,Bio-Rad,17011036,,https://www.bio-rad.com/pt-br/product/qx700-e-droplet-digital-pcr-system?ID=b57da820-ce69-dfb0-e18e-165216d308fd,\Imagens\produtos\MB542-20PR.JPG,F
GelDoc™ Go Gel Imaging System,Equipamentos,Fotodocumentação,Bio-Rad,12009077,,https://www.bio-rad.com/pt-br/product/geldoc-go-gel-imaging-system-with-image-lab-touch-software?ID=a8afe220-4936-6fd4-c1b6-65bf9ecf0f2d,\Imagens\produtos\Rabbit.jpg,F
ChemiDoc™ Go Imaging System,Equipamentos,Fotodocumentação,Bio-Rad,12018025,,https://www.bio-rad.com/pt-br/category/chemidoc-go-imaging-system?ID=a97c1fd5-b7a6-9f68-1f4a-3ace14711b65,\Imagens\produtos\Rabbit.jpg,F
ChemiDoc™ MP Imaging System,Equipamentos,Fotodocumentação,Bio-Rad,12003154,,https://www.bio-rad.com/pt-br/product/chemidoc-mp-imaging-system?ID=NINJ8ZE8Z,\Imagens\produtos\invitek.jpg,F
PowerPac™ Basic Power Supply,Equipamentos,Eletroforese,Bio-Rad,1645050,,https://www.bio-rad.com/pt-br/product/powerpac-basic-power-supply?ID=bea5dea1-cef0-43ad-8af5-b2c0287f6e07,\Imagens\produtos\1001136100.jpg,F
